game_id,title,old_region,new_region_family,new_market_region,region_code,serial,languages,classification_source,confidence,action,source_urls,review_reasons,url
ps1-2-games-tekken-&#43;-ridge-racer,2 Games Tekken + Ridge Racer,PAL España,PAL,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/2-games-tekken-ridge-racer-ps1-pal-es
ps1-2-games-tekken-2-&#43;-soulblade,2 Games Tekken 2 + Soulblade,PAL España,PAL,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/2-games-tekken-2-soulblade-ps1-pal-es
ps1-2-games-toca-world-touring-cars-&#43;-jonah-lomu-rugby,2 Games Toca World Touring Cars + Jonah Lomu Rugby,PAL España,PAL,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/2-games-toca-world-touring-cars-jonah-lomu-rugby-ps1-pal-es
ps1-2-games-tomb-raider-chronicles-&amp;-the-last-revelation,2 Games Tomb Raider Chronicles & The Last Revelation,PAL España,PAL,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/2-games-tomb-raider-chronicles-the-last-revelation-ps1-pal-es
ps1-2-games-who-wants-to-be-a-millionaire,2 Games Who Wants to be a Millionaire,PAL España,PAL,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/2-games-who-wants-to-be-a-millionaire-ps1-pal-es
ps1-2-games-v-rally-&amp;-eagle-one-harrier-attack,2 Games: V-Rally & Eagle One Harrier Attack,PAL España,PAL,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/2-games-v-rally-eagle-one-harrier-attack-ps1-pal-es
ps1-2-games-wacky-races-&#43;-bugs-bunny-&amp;-taz,2 Games: Wacky Races + Bugs Bunny & Taz,PAL España,PAL,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/2-games-wacky-races-bugs-bunny-taz-ps1-pal-es
ps1-2002-fifa-world-cup,2002 FIFA World Cup,PAL España,PAL,Europe,EU,SLES-03830,en|sv,redump-org,high,MOVED,"https://psxdatacenter.com/games/P/0-9/SLES-03830.html|http://redump.org/datfile/psx/serial,version|https://redump.info/disc/1219/",,/catalogo/2002-fifa-world-cup-ps1-pal-es
ps1-2xtreme,2Xtreme,PAL España,PAL,Europe,EU,SCES-00400,en,redump-org,high,MOVED,"https://psxdatacenter.com/games/P/0-9/SCES-00400.html|http://redump.org/datfile/psx/serial,version|https://redump.info/disc/504/",legacy_reference_is_not_a_ps1_serial,/catalogo/2xtreme-ps1-pal-es
ps1-3-2-1-smurf,"3, 2, 1 Smurf",PAL España,PAL,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/3-2-1-smurf-ps1-pal-es
ps1-321-smurf-my-first-racing-game,321 Smurf My First Racing Game,PAL España,PAL,Europe,EU,SLES-03120,de|en|es|fr|it|nl,redump-org,high,MOVED,"https://psxdatacenter.com/games/P/0-9/SLES-03120.html|http://redump.org/datfile/psx/serial,version|https://redump.info/disc/6260/",,/catalogo/321-smurf-my-first-racing-game-ps1-pal-es
ps1-360,360,PAL España,PAL,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference|legacy_reference_is_not_a_ps1_serial,/catalogo/360-ps1-pal-es
ps1-3d-lemmings,3D Lemmings,PAL España,PAL,Europe,EU,SCES-00009,en,redump-org,high,MOVED,"https://psxdatacenter.com/games/P/L/SCES-00009.html|http://redump.org/datfile/psx/serial,version|https://redump.info/disc/1127/",,/catalogo/3d-lemmings-ps1-pal-es
ps1-4-4-2-soccer,4-4-2 Soccer,PAL España,PAL,Europe,EU,SLES-00095,de|en|es|fr,redump-org,high,MOVED,"https://psxdatacenter.com/games/P/0-9/SLES-00095.html|http://redump.org/datfile/psx/serial,version|https://redump.info/disc/26612/",,/catalogo/4-4-2-soccer-ps1-pal-es
ps1-40-winks,40 Winks,PAL España,PAL,Europe,EU,SLES-01937,en,redump-org,high,MOVED,"https://psxdatacenter.com/games/P/0-9/SLES-01937.html|http://redump.org/datfile/psx/serial,version|https://redump.info/disc/6859/",,/catalogo/40-winks-ps1-pal-es
ps1-4x4-world-trophy,4x4 World Trophy,PAL España,PAL,Europe,EU,SLES-02017,de|en|es|fr|it,redump-org,high,MOVED,"https://psxdatacenter.com/games/P/0-9/SLES-02017.html|http://redump.org/datfile/psx/serial,version|https://redump.info/disc/25482/",,/catalogo/4x4-world-trophy-ps1-pal-es
ps1-4x4-world-trophy-best-of-infogrames,4x4 World Trophy [Best Of Infogrames],PAL España,PAL,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/4x4-world-trophy-best-of-infogrames-ps1-pal-es
ps1-5-star-racing,5 Star Racing,PAL España,PAL,Europe,EU,SLES-04064,en,redump-org,high,MOVED,"https://psxdatacenter.com/games/P/0-9/SLES-04064.html|http://redump.org/datfile/psx/serial,version|https://redump.info/disc/7791/",,/catalogo/5-star-racing-ps1-pal-es
ps1-7-shoot-games,7 Shoot Games,PAL España,PAL,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/7-shoot-games-ps1-pal-es
ps1-a-bug%27s-life,A Bug's Life,PAL España,PAL,Europe,EU,SCES-01489,en,redump-org,high,MOVED,"https://psxdatacenter.com/games/P/D/SCES-01489.html|http://redump.org/datfile/psx/serial,version|https://redump.info/disc/16604/",,/catalogo/a-bug-s-life-ps1-pal-es
ps1-a-bug%27s-life-platinum,A Bug's Life [Platinum],PAL España,PAL,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/a-bug-s-life-platinum-ps1-pal-es
ps1-a-iv-evolution-global,A IV Evolution Global,PAL España,PAL,Europe,EU,SCES-00290,de|en|fr|ja,redump-org,high,MOVED,"https://psxdatacenter.com/games/P/A/SCES-00290.html|http://redump.org/datfile/psx/serial,version|https://redump.info/disc/25901/",,/catalogo/a-iv-evolution-global-ps1-pal-es
ps1-a2-racer-goes-usa,A2 Racer Goes USA,PAL España,PAL,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/a2-racer-goes-usa-ps1-pal-es
ps1-a2-racer-iii-europa-tour,A2 Racer III: Europa Tour,PAL España,PAL,,,,,review,unresolved,REVIEW,,catalog_serial_conflicts_with_title_or_edition,/catalogo/a2-racer-iii-europa-tour-ps1-pal-es
ps1-ace-combat-2,Ace Combat 2,PAL España,PAL,Europe,EU,SCES-00699,en,redump-org,high,MOVED,"https://psxdatacenter.com/games/P/A/SCES-00699.html|http://redump.org/datfile/psx/serial,version|https://redump.info/disc/27255/",,/catalogo/ace-combat-2-ps1-pal-es
ps1-ace-combat-3-promo-not-for-resale,Ace Combat 3 [Promo Not For Resale],PAL España,PAL,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/ace-combat-3-promo-not-for-resale-ps1-pal-es
ps1-ace-combat-3-electrosphere,Ace Combat 3 Electrosphere,PAL España,PAL,Europe,EU,SCES-02066,de|en|es|fr|it,redump-org,high,MOVED,"https://psxdatacenter.com/games/P/A/SCES-02066.html|http://redump.org/datfile/psx/serial,version|https://redump.info/disc/2/",,/catalogo/ace-combat-3-electrosphere-ps1-pal-es
ps1-ace-combat-3-electrosphere-platinum,Ace Combat 3 Electrosphere [Platinum],PAL España,PAL,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/ace-combat-3-electrosphere-platinum-ps1-pal-es
ps1-ace-combat-value-series,Ace Combat [Value Series],PAL España,PAL,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/ace-combat-value-series-ps1-pal-es
ps1-action-bass,Action Bass,PAL España,PAL,Europe,EU,SLES-03105,en,redump-org,high,MOVED,"https://psxdatacenter.com/games/P/A/SLES-03105.html|http://redump.org/datfile/psx/serial,version|https://redump.info/disc/1274/",,/catalogo/action-bass-ps1-pal-es
ps1-action-man-destruction-x,Action Man Destruction X,PAL España,PAL,Europe,EU,SLES-03083,de|en|es|fr|it,redump-org,high,MOVED,"https://psxdatacenter.com/games/P/A/SLES-03083.html|http://redump.org/datfile/psx/serial,version|https://redump.info/disc/7505/",,/catalogo/action-man-destruction-x-ps1-pal-es
ps1-action-man-mission-xtreme,Action Man Mission Xtreme,PAL España,PAL,Europe,EU,SLES-01761,da|de|en|es|fi|fr|it|nl|sv,redump-org,high,MOVED,"https://psxdatacenter.com/games/P/A/SLES-01761.html|http://redump.org/datfile/psx/serial,version|https://redump.info/disc/3337/",,/catalogo/action-man-mission-xtreme-ps1-pal-es
ps1-action-replay,Action Replay,PAL España,PAL,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/action-replay-ps1-pal-es
ps1-activity-centre-a-bug%27s-life,Activity Centre: A Bug's Life,PAL España,PAL,,,,,review,unresolved,REVIEW,,catalog_serial_conflicts_with_title_or_edition,/catalogo/activity-centre-a-bug-s-life-ps1-pal-es
ps1-actua-golf,Actua Golf,PAL España,PAL,Europe,EU,SLES-00015,de|en|fr,redump-org,high,MOVED,"https://psxdatacenter.com/games/P/A/SLES-00015.html|http://redump.org/datfile/psx/serial,version|https://redump.info/disc/26887/",,/catalogo/actua-golf-ps1-pal-es
ps1-actua-golf-2,Actua Golf 2,PAL España,PAL,Europe,EU,SLES-00044,en,redump-org,high,MOVED,"https://psxdatacenter.com/games/P/A/SLES-00044.html|http://redump.org/datfile/psx/serial,version|https://redump.info/disc/25391/",,/catalogo/actua-golf-2-ps1-pal-es
ps1-actua-golf-3,Actua Golf 3,PAL España,PAL,Europe,EU,SLES-01042,en,redump-org,high,MOVED,"https://psxdatacenter.com/games/P/A/SLES-01042.html|http://redump.org/datfile/psx/serial,version|https://redump.info/disc/1240/",,/catalogo/actua-golf-3-ps1-pal-es
ps1-actua-ice-hockey,Actua Ice Hockey,PAL España,PAL,Europe,EU,SLES-00188,de|en|fi|fr|sv,redump-org,high,MOVED,"https://psxdatacenter.com/games/P/A/SLES-00188.html|http://redump.org/datfile/psx/serial,version|https://redump.info/disc/26967/",,/catalogo/actua-ice-hockey-ps1-pal-es
ps1-actua-ice-hockey-2,Actua Ice Hockey 2,PAL España,PAL,Europe,EU,SLES-01226,en,redump-org,high,MOVED,"https://psxdatacenter.com/games/P/A/SLES-01226.html|http://redump.org/datfile/psx/serial,version|https://redump.info/disc/5120/",,/catalogo/actua-ice-hockey-2-ps1-pal-es
ps1-actua-pool,Actua Pool,PAL España,PAL,,,,,review,unresolved,REVIEW,,multiple_catalog_rows_for_same_documented_release,/catalogo/actua-pool-ps1-pal-es
ps1-actua-soccer,Actua Soccer,PAL España,PAL,Europe,EU,SLES-00014,en|fr,redump-org,high,MOVED,"https://psxdatacenter.com/games/P/A/SLES-00014.html|http://redump.org/datfile/psx/serial,version|https://redump.info/disc/1278/|https://redump.info/disc/1284/",,/catalogo/actua-soccer-ps1-pal-es
ps1-actua-soccer-2,Actua Soccer 2,PAL España,PAL,Europe,EU,SLES-00021,en|fr,redump-org,high,MOVED,"https://psxdatacenter.com/games/P/A/SLES-00021.html|http://redump.org/datfile/psx/serial,version|https://redump.info/disc/1282/",,/catalogo/actua-soccer-2-ps1-pal-es
ps1-actua-soccer-3,Actua Soccer 3,PAL España,PAL,Europe,EU,SLES-01210,en,redump-org,high,MOVED,"https://psxdatacenter.com/games/P/A/SLES-01210.html|http://redump.org/datfile/psx/serial,version|https://redump.info/disc/15943/",,/catalogo/actua-soccer-3-ps1-pal-es
ps1-actua-soccer-3-zoo-classics,Actua Soccer 3 [Zoo Classics],PAL España,PAL,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/actua-soccer-3-zoo-classics-ps1-pal-es
ps1-actua-soccer-platinum,Actua Soccer [Platinum],PAL España,PAL,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/actua-soccer-platinum-ps1-pal-es
ps1-actua-soccer-club-edition,Actua Soccer Club Edition,PAL España,PAL,Europe,EU,SLES-00190,en,redump-org,high,MOVED,"https://psxdatacenter.com/games/P/A/SLES-00190.html|http://redump.org/datfile/psx/serial,version|https://redump.info/disc/15827/",,/catalogo/actua-soccer-club-edition-ps1-pal-es
ps1-actua-tennis,Actua Tennis,PAL España,PAL,Europe,EU,SLES-00265,en,redump-org,high,MOVED,"https://psxdatacenter.com/games/P/A/SLES-00265.html|http://redump.org/datfile/psx/serial,version|https://redump.info/disc/514/",,/catalogo/actua-tennis-ps1-pal-es
ps1-actua-tennis-zoo-classics,Actua Tennis [Zoo Classics],PAL España,PAL,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/actua-tennis-zoo-classics-ps1-pal-es
ps1-adiboo-&amp;-paziral%27s-secret,Adiboo & Paziral's Secret,PAL España,PAL,Europe,EU,SLES-04108,de|en|es|fr|it,redump-org,high,MOVED,"https://psxdatacenter.com/games/P/A/SLES-04108.html|http://redump.org/datfile/psx/serial,version|https://redump.info/disc/19839/",,/catalogo/adiboo-paziral-s-secret-ps1-pal-es
ps1-adibou-et-l%27ombre-verte,Adibou et L'Ombre Verte,PAL España,PAL,France,FR,SCES-03558,fr,redump-org,high,MOVED,"https://psxdatacenter.com/games/P/A/SCES-03558.html|http://redump.org/datfile/psx/serial,version|https://redump.info/disc/27473/",,/catalogo/adibou-et-l-ombre-verte-ps1-pal-es
ps1-adidas-power-soccer,Adidas Power Soccer,PAL España,PAL,Europe,EU,SLES-00189,de|en|es|fr|it,redump-org,high,MOVED,"https://psxdatacenter.com/games/P/A/SLES-00189.html|http://redump.org/datfile/psx/serial,version|https://redump.info/disc/1283/",,/catalogo/adidas-power-soccer-ps1-pal-es
ps1-adidas-power-soccer-%2798,Adidas Power Soccer '98,PAL España,PAL,Europe,EU,SLES-01239,de|en|es|fr|it|nl,redump-org,high,MOVED,"https://psxdatacenter.com/games/P/A/SLES-01239.html|http://redump.org/datfile/psx/serial,version|https://redump.info/disc/6839/",,/catalogo/adidas-power-soccer-98-ps1-pal-es
ps1-adidas-power-soccer-2,Adidas Power Soccer 2,PAL España,PAL,Europe,EU,SLES-00857,de|en|es|fr|it|nl,redump-org,high,MOVED,"https://psxdatacenter.com/games/P/A/SLES-00857.html|http://redump.org/datfile/psx/serial,version|https://redump.info/disc/11320/",,/catalogo/adidas-power-soccer-2-ps1-pal-es
ps1-adidas-power-soccer-platinum,Adidas Power Soccer [Platinum],PAL España,PAL,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/adidas-power-soccer-platinum-ps1-pal-es
ps1-adidas-power-soccer-international-%2797,Adidas Power Soccer International '97,PAL España,PAL,Europe,EU,SLES-00270,de|en|es|fr|it|nl,redump-org,high,MOVED,"https://psxdatacenter.com/games/P/A/SLES-00270.html|http://redump.org/datfile/psx/serial,version|https://redump.info/disc/335/",,/catalogo/adidas-power-soccer-international-97-ps1-pal-es
ps1-advanced-dungeons-&amp;-dragons-iron-&amp;-blood,Advanced Dungeons & Dragons: Iron & Blood,PAL España,PAL,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/advanced-dungeons-dragons-iron-blood-ps1-pal-es
ps1-adventures-of-alundra,Adventures of Alundra,PAL España,PAL,,,,,review,unresolved,REVIEW,,legacy_row_does_not_identify_a_single_regional_release,/catalogo/adventures-of-alundra-ps1-pal-es
ps1-adventures-of-monkey-hero,Adventures of Monkey Hero,PAL España,PAL,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/adventures-of-monkey-hero-ps1-pal-es
ps1-afl-%2799,AFL '99,PAL España,PAL,Australia,AU,SLES-01875,en,redump-org,high,MOVED,"https://psxdatacenter.com/games/P/A/SLES-01875.html|http://redump.org/datfile/psx/serial,version|https://redump.info/disc/31412/",,/catalogo/afl-99-ps1-pal-es
ps1-agent-armstrong,Agent Armstrong,PAL España,PAL,Europe,EU,SLES-00474,de|en|es|fr,redump-org,high,MOVED,"https://psxdatacenter.com/games/P/A/SLES-00474.html|http://redump.org/datfile/psx/serial,version|https://redump.info/disc/19655/",,/catalogo/agent-armstrong-ps1-pal-es
ps1-agile-warrior-f-111x,Agile Warrior F-111X,PAL España,PAL,Europe,EU,SLES-00124,en,redump-org,high,MOVED,"https://psxdatacenter.com/games/P/A/SLES-00124.html|http://redump.org/datfile/psx/serial,version|https://redump.info/disc/29331/",,/catalogo/agile-warrior-f-111x-ps1-pal-es
ps1-air-combat,Air Combat,PAL España,PAL,Europe,EU,SCES-00007,en,redump-org,high,MOVED,"https://psxdatacenter.com/games/P/A/SCES-00007.html|http://redump.org/datfile/psx/serial,version|https://redump.info/disc/929/",,/catalogo/air-combat-ps1-pal-es
ps1-air-combat-platinum,Air Combat [Platinum],PAL España,PAL,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/air-combat-platinum-ps1-pal-es
ps1-air-combat-value-series,Air Combat [Value Series],PAL España,PAL,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/air-combat-value-series-ps1-pal-es
ps1-air-hockey,Air Hockey,PAL España,PAL,Europe,EU,SLES-03743,en,redump-org,high,MOVED,"https://psxdatacenter.com/games/P/A/SLES-03743.html|http://redump.org/datfile/psx/serial,version|https://redump.info/disc/21849/",legacy_reference_is_not_a_ps1_serial,/catalogo/air-hockey-ps1-pal-es
ps1-air-race,Air Race,PAL España,PAL,Europe,EU,SLES-00762,en,redump-org,high,MOVED,"https://psxdatacenter.com/games/P/A/SLES-00762.html|http://redump.org/datfile/psx/serial,version|https://redump.info/disc/27349/",,/catalogo/air-race-ps1-pal-es
ps1-aironauts,Aironauts,PAL España,PAL,Europe,EU,SLES-02137,de|en|fr,redump-org,high,MOVED,"https://psxdatacenter.com/games/P/A/SLES-02137.html|http://redump.org/datfile/psx/serial,version|https://redump.info/disc/28099/",,/catalogo/aironauts-ps1-pal-es
ps1-akuji-the-heartless,Akuji the Heartless,PAL España,PAL,Europe,EU,SLES-01298,de|en|fr,redump-org,high,MOVED,"https://psxdatacenter.com/games/P/A/SLES-01298.html|http://redump.org/datfile/psx/serial,version|https://redump.info/disc/6798/",,/catalogo/akuji-the-heartless-ps1-pal-es
ps1-aladdin-in-nasira%27s-revenge,Aladdin in Nasira's Revenge,PAL España,PAL,Europe,EU,SCES-03000,en,redump-org,high,MOVED,"https://psxdatacenter.com/games/P/D/SCES-03000.html|http://redump.org/datfile/psx/serial,version|https://redump.info/disc/8040/",,/catalogo/aladdin-in-nasira-s-revenge-ps1-pal-es
ps1-aladdin-in-nasira%27s-revenge-platinum,Aladdin in Nasira's Revenge [Platinum],PAL España,PAL,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/aladdin-in-nasira-s-revenge-platinum-ps1-pal-es
ps1-alex-ferguson%27s-player-manager-2001,Alex Ferguson's Player Manager 2001,PAL España,PAL,Europe,EU,SLES-03150,en,redump-org,high,MOVED,"https://psxdatacenter.com/games/P/A/SLES-03150.html|http://redump.org/datfile/psx/serial,version|https://redump.info/disc/795/",,/catalogo/alex-ferguson-s-player-manager-2001-ps1-pal-es
ps1-alex-ferguson%27s-player-manager-2002,Alex Ferguson's Player Manager 2002,PAL España,PAL,Europe,EU,SLES-03775,en,redump-org,high,MOVED,"https://psxdatacenter.com/games/P/A/SLES-03775.html|http://redump.org/datfile/psx/serial,version|https://redump.info/disc/3755/",,/catalogo/alex-ferguson-s-player-manager-2002-ps1-pal-es
ps1-alfred-chicken,Alfred Chicken,PAL España,PAL,Europe,EU,SCES-03817,de|en|es|fr|it,redump-org,high,MOVED,"https://psxdatacenter.com/games/P/A/SCES-03817.html|http://redump.org/datfile/psx/serial,version|https://redump.info/disc/12423/",,/catalogo/alfred-chicken-ps1-pal-es
ps1-alien-resurrection,Alien Resurrection,PAL España,PAL,Europe,EU,SLES-02913,de|en|es|fr|it,redump-org,high,MOVED,"https://psxdatacenter.com/games/P/A/SLES-02913.html|http://redump.org/datfile/psx/serial,version|https://redump.info/disc/876/",,/catalogo/alien-resurrection-ps1-pal-es
ps1-alien-trilogy,Alien Trilogy,PAL España,PAL,Europe,EU,SLES-00101,en|es|fr|it,redump-org,high,MOVED,"https://psxdatacenter.com/games/P/A/SLES-00101.html|http://redump.org/datfile/psx/serial,version|https://redump.info/disc/882/",,/catalogo/alien-trilogy-ps1-pal-es
ps1-alien-trilogy-platinum,Alien Trilogy [Platinum],PAL España,PAL,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/alien-trilogy-platinum-ps1-pal-es
ps1-all-star-action,All-Star Action,PAL España,PAL,Europe,EU,SLES-04107 / SLES-14107,en,redump-org,high,MOVED,"https://psxdatacenter.com/games/P/A/SLES-04107.html|http://redump.org/datfile/psx/serial,version|https://redump.info/disc/3163/|https://redump.info/disc/3164/",,/catalogo/all-star-action-ps1-pal-es
ps1-all-star-boxing,All-Star Boxing,PAL España,PAL,Europe,EU,SLES-03958,en,redump-org,high,MOVED,"https://psxdatacenter.com/games/P/A/SLES-03958.html|http://redump.org/datfile/psx/serial,version|https://redump.info/disc/15566/",,/catalogo/all-star-boxing-ps1-pal-es
ps1-all-star-racing,All-Star Racing,PAL España,PAL,Europe,EU,SLES-03740,en,redump-org,high,MOVED,"https://psxdatacenter.com/games/P/A/SLES-03740.html|http://redump.org/datfile/psx/serial,version|https://redump.info/disc/1307/",legacy_reference_is_not_a_ps1_serial,/catalogo/all-star-racing-ps1-pal-es
ps1-all-star-racing-2,All-Star Racing 2,PAL España,PAL,Europe,EU,SLES-03933,en,redump-org,high,MOVED,"https://psxdatacenter.com/games/P/A/SLES-03933.html|http://redump.org/datfile/psx/serial,version|https://redump.info/disc/30337/",,/catalogo/all-star-racing-2-ps1-pal-es
ps1-all-star-soccer,All-Star Soccer,PAL España,PAL,Europe,EU,SLES-00747,de|en|fr|it,redump-org,high,MOVED,"https://psxdatacenter.com/games/P/A/SLES-00747.html|http://redump.org/datfile/psx/serial,version|https://redump.info/disc/28308/",,/catalogo/all-star-soccer-ps1-pal-es
ps1-all-star-tennis,All-Star Tennis,PAL España,PAL,Europe,EU,SLES-03963,en,redump-org,high,MOVED,"https://psxdatacenter.com/games/P/A/SLES-03963.html|http://redump.org/datfile/psx/serial,version|https://redump.info/disc/26747/",,/catalogo/all-star-tennis-ps1-pal-es
ps1-all-star-tennis-%2799,All-Star Tennis '99,PAL España,PAL,Europe,EU,SLES-01433,de|en|es|fr|it,redump-org,high,MOVED,"https://psxdatacenter.com/games/P/A/SLES-01433.html|http://redump.org/datfile/psx/serial,version|https://redump.info/disc/27328/",,/catalogo/all-star-tennis-99-ps1-pal-es
ps1-all-star-tennis-2000,All-Star Tennis 2000,PAL España,PAL,France,FR,SLES-02765,fr,redump-org,high,MOVED,"https://psxdatacenter.com/games/P/A/SLES-02765.html|http://redump.org/datfile/psx/serial,version|https://redump.info/disc/30842/",,/catalogo/all-star-tennis-2000-ps1-pal-es
ps1-all-star-watersports,All-Star Watersports,PAL España,PAL,Europe,EU,SLES-04060,en,redump-org,high,MOVED,"https://psxdatacenter.com/games/P/A/SLES-04060.html|http://redump.org/datfile/psx/serial,version|https://redump.info/disc/19771/",,/catalogo/all-star-watersports-ps1-pal-es
ps1-allied-general,Allied General,PAL España,PAL,Europe,EU,SLES-00417,en,redump-org,high,MOVED,"https://psxdatacenter.com/games/P/A/SLES-00417.html|http://redump.org/datfile/psx/serial,version|https://redump.info/disc/26263/",,/catalogo/allied-general-ps1-pal-es
ps1-alone-in-the-dark-jack-is-back,Alone in the Dark Jack is Back,PAL España,PAL,Europe,EU,SLES-00037,de|en|es|fr|it,redump-org,high,MOVED,"https://psxdatacenter.com/games/P/A/SLES-00037.html|http://redump.org/datfile/psx/serial,version|https://redump.info/disc/485/",,/catalogo/alone-in-the-dark-jack-is-back-ps1-pal-es
ps1-alone-in-the-dark-the-new-nightmare,Alone In The Dark The New Nightmare,PAL España,PAL,,,,,review,unresolved,REVIEW,,legacy_row_does_not_identify_a_single_regional_release|legacy_reference_is_not_a_ps1_serial,/catalogo/alone-in-the-dark-the-new-nightmare-ps1-pal-es
ps1-alone-in-the-dark-the-new-nightmare-platinum,Alone in the Dark The New Nightmare [Platinum],PAL España,PAL,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/alone-in-the-dark-the-new-nightmare-platinum-ps1-pal-es
ps1-alundra-2,Alundra 2,PAL España,PAL,,,,,review,unresolved,REVIEW,,legacy_row_does_not_identify_a_single_regional_release,/catalogo/alundra-2-ps1-pal-es
