row,serial,title,market,serial_scope,languages_index,languages_detail,libretro_regions,review_reasons,source_urls
2167,SLES-02465,TENCHU 2 - BIRTH OF THE STEALTH ASSASSINS,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/T/SLES-02465.html
2168,SLES-00935,TENNIS ARENA,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/T/SLES-00935.html
2169,SCES-02836,TERRACON,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/T/SCES-02836.html
2172,SLES-01165,TEST DRIVE 5,Europe,disc,E|F|Du|G|I|S|Sw,de|en|es|fr|it|nl|sv,Europe,,https://psxdatacenter.com/games/P/T/SLES-01165.html
2173,SLES-02752,TEST DRIVE 6,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/T/SLES-02752.html
2176,SLES-03858,THE AMAZING VIRTUAL SEA MONKEYS,Europe,disc,E|F|G|I|P|No|S,de|en|es|fr|it|pt,Europe,,https://psxdatacenter.com/games/P/T/SLES-03858.html
2179,SLES-00170,THE CITY OF LOST CHILDREN,Europe,disc,E|I|S,en|es|it,Europe,,https://psxdatacenter.com/games/P/T/SLES-00170.html
2182,SLES-00638,THE CITY OF LOST CHILDREN (LA CIUDAD DE LOS NIÑOS PERDIDOS),Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/T/SLES-00638.html
2192,SCES-01285,THE FIFTH ELEMENT,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/T/SCES-01285.html
2199,SLES-02974,THE GRINCH,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/T/SLES-02974.html
2200,SLES-01776,THE GUARDIAN OF DARKNESS,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/T/SLES-01776.html
2204,SCES-03758,THE HOOBS,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/T/SCES-03758.html
2206,SLES-00109,THE INCREDIBLE HULK - THE PANTHEON SAGA,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/T/SLES-00109.html
2208,SLES-03626,THE ITALIAN JOB,Europe,disc,F|G|S,de|es|fr,Europe,,https://psxdatacenter.com/games/P/T/SLES-03626.html
2212,SLES-03448,THE LAND BEFORE TIME - RACING ADVENTURE,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/T/SLES-03448.html
2215,SLES-00029,THE LAST REPORT,Europe,disc,I|S,es|it,Europe,,https://psxdatacenter.com/games/P/T/SLES-00029.html
2221,SCES-03047 SCES-13047 SCES-23047 SCES-33047,THE LEGEND OF DRAGOON - [ 4 DISCS ],Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/T/SCES-03047.html
2222,SLES-00903,THE LOST WORLD - JURASSIC PARK,Europe,disc,E|F|G|I|DU|S|SW,de|en|es|fr|it|nl,Europe,,https://psxdatacenter.com/games/P/T/SLES-00903.html
2224,SLES-03234,THE MISSION,Europe,disc,E|F|G|I|S|Du|P,de|en|es|fr|it|nl|pt,Europe,,https://psxdatacenter.com/games/P/T/SLES-03234.html
2225,SLES-02973,THE MUMMY,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/T/SLES-02973.html
2226,SLES-01987,THE NEXT TETRIS,Europe,disc,E|F|G|I|Du|S,de|en|es|fr|it|nl,Europe,,https://psxdatacenter.com/games/P/T/SLES-01987.html
2227,SLES-00749,THE NOTE,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/T/SLES-00749.html
2228,SLES-03629,THE POWERPUFF GIRLS - CHEMICAL X-TRACTION,Europe,disc,E|F|G|S,de|en|es|fr,Europe,,https://psxdatacenter.com/games/P/T/SLES-03629.html
2234,SLES-01749,THE SMURFS,Europe,disc,E|F|G|DU|I|S,de|en|es|fr|it|nl,Europe,,https://psxdatacenter.com/games/P/T/SLES-01749.html
2236,SLES-01300,THE UNHOLY WAR,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/T/SLES-01300.html
2242,SCES-01569 SCES-11569 SCES-21569 SCES-31569,THE X-FILES - [ 4 DISCS ],Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/T/SCES-01569.html
2243,SLES-00627,THEME HOSPITAL,Europe,disc,E|F|G|S|Sw,de|en|es|fr|it|sv,Europe,,https://psxdatacenter.com/games/P/T/SLES-00627.html
2244,SLES-00072,THEME PARK,Europe,disc,E|F|G|S|Sw,de|en|es|fr|sv,Europe,,https://psxdatacenter.com/games/P/T/SLES-00072.html
2245,SLES-02688,THEME PARK WORLD,Europe,disc,E|F|G|I|Du|Sw|S,de|en|es|fr|it|nl|sv,Europe,,https://psxdatacenter.com/games/P/T/SLES-02688.html
2255,SLES-02340,THRASHER PRESENTS SKATE & DESTROY,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/T/SLES-02340.html
2257,SLES-00876,THREE LIONS - THE OFFICIAL ENGLAND TEAM GAME,United Kingdom,disc,E|F|G|I|S,de|en|es|fr|it,,,https://psxdatacenter.com/games/P/T/SLES-00876.html
2260,SLES-01674,TIGER WOODS 99 - PGA TOUR GOLF,Europe,disc,E|F|G|Sw|S,de|en|es|fr|sv,Europe,,https://psxdatacenter.com/games/P/T/SLES-01674.html
2261,SLES-02551,TIGER WOODS - PGA TOUR 2000,Europe,disc,E|F|G|Sw|S,de|en|es|fr|sv,Europe,,https://psxdatacenter.com/games/P/T/SLES-02551.html
2270,SCES-02776,TIME CRISIS - PROJECT TITAN,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/T/SCES-02776.html
2271,SLES-03459,TINTIN - DESTINATION ADVENTURE,Europe,disc,E|F|G|I|S|Du|P,de|en|es|fr|it|nl|pt,Europe,,https://psxdatacenter.com/games/P/T/SLES-03459.html
2276,SCES-02075,TINY TANK,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/T/SCES-02075.html
2278,SCES-01997,TINY TOON ADVENTURES - BUSTER AND THE BEANSTALK,Europe,disc,E|P|S,en|es|pt,Europe,,https://psxdatacenter.com/games/P/T/SCES-01997.html
2289,SLES-02573,TOCA - WORLD TOURING CARS,Europe,disc,I|S,es|it,Europe,,https://psxdatacenter.com/games/P/T/SLES-02573.html
2291,SLES-01547,TOCA 2 - TOURING CARS,Europe,disc,I|S,es|it,Europe,,https://psxdatacenter.com/games/P/T/SLES-01547.html
2293,SLES-03181,TOM & JERRY IN HOUSE TRAP,Europe,disc,E|F|G|I|S|D|Du,da|de|en|es|fr|it|nl,Europe,,https://psxdatacenter.com/games/P/T/SLES-03181.html
2296,SLES-03888,TOM CLANCY'S RAINBOW SIX - LONE WOLF,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/T/SLES-03888.html
2309,SLES-01685,TOMB RAIDER III - ADVENTURES OF LARA CROFT,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/T/SLES-01685.html
2314,SLES-02242,TOMB RAIDER IV - THE LAST REVELATION,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/T/SLES-02242.html
2316,SLES-03336,TOMB RAIDER V - CHRONICLES,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/T/SLES-03336.html
2321,SCES-01331,TOMBI,Europe,disc,E|D|P|S|Sw,da|en|es|pt|sv,Europe,,https://psxdatacenter.com/games/P/T/SCES-01331.html
2326,SCES-02687,TOMBI 2,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/T/SCES-02687.html
2327,SLES-01228,TOMMI MÄKINEN RALLY,Europe,disc,E|F|G|Fi|S,de|en|es|fi|fr,Europe,,https://psxdatacenter.com/games/P/T/SLES-01228.html
2339,SLES-00352,TOP GUN - FIRE AT WILL,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/T/SLES-00352.html
2340,SLES-00307,TOTAL DRIVIN',Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/T/SLES-00307.html
2346,SLES-00262,TRANSPORT TYCOON,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/T/SLES-00262.html
2348,SLES-00256,TRASH IT,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/T/SLES-00256.html
2353,SCES-01073,TREASURES OF THE DEEP,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/T/SCES-01073.html
2360,SLES-03298,TUNGUSKA - LEGEND OF FAITH,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/T/SLES-03298.html
2361,SLES-00322,TUNNEL B1,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/T/SLES-00322.html
2368,SLES-02807,UEFA CHALLENGE,Europe,disc,F|I|P|S,es|fr|it|pt,Europe,,https://psxdatacenter.com/games/P/U/SLES-02807.html
2373,SLES-01747,UEFA CHAMPIONS LEAGUE SEASON 1998-1999,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/U/SLES-01747.html
2378,SLES-02581,UEFA CHAMPIONS LEAGUE SEASON 1999-2000,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/U/SLES-02581.html
2383,SLES-03283,UEFA CHAMPIONS LEAGUE SEASON 2000-2001,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/U/SLES-03283.html
2388,SLES-02708,UEFA EURO 2000,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/U/SLES-02708.html
2389,SLES-01733,UEFA STRIKER,Europe,disc,E|F|G|I|Du|S,de|en|es|fr|it|nl,Europe,,https://psxdatacenter.com/games/P/U/SLES-01733.html
2392,SCES-01753,UM JAMMER LAMMY,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/U/SCES-01753.html
2393,SLES-02071,URBAN CHAOS,Europe,disc,E|I|S,en|es|it,Europe,,https://psxdatacenter.com/games/P/U/SLES-02071.html
2397,SLES-03681,V.I.P.,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/V/SLES-03681.html
2402,SLES-00545,V2000,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/V/SLES-00545.html
2409,SLES-02496,VANDAL HEARTS II,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/V/SLES-02496.html
2411,SLES-02534,VANISHING POINT,Europe,disc,E|F|G|S,de|en|es|fr,Europe,,https://psxdatacenter.com/games/P/V/SLES-02534.html
2420,SLES-02219,VERSALLES - COMPLOT EN LA CORTE DEL REY SOL,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/V/SLES-02219.html
2421,SCES-02873,VIB RIBBON,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/V/SCES-02873.html
2432,SLES-01302,VIPER,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/V/SLES-01302.html
2434,SLES-03288,VIRTUAL KASPAROV,Europe,disc,E|F|G|I|S|Du,de|en|es|fr|it|nl,Europe,,https://psxdatacenter.com/games/P/V/SLES-03288.html
2436,SLES-01317,VIRUS - IT'S AWARE,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/V/SLES-01317.html
2437,SLES-00761,VIVA FOOTBALL,Europe,disc,E|F|G|I|S,de|en|es|fr|it|pt,Europe,,https://psxdatacenter.com/games/P/V/SLES-00761.html
2441,SLES-00931,VR SPORTS POWERBOAT RACING,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/V/SLES-00931.html
2444,SLES-02468,WACKY RACES,Europe,disc,E|F|G|I|Du|S,de|en|es|fr|it|nl,Europe,,https://psxdatacenter.com/games/P/W/SLES-02468.html
2447,SCES-03029,WALT DISNEY EL LIBRO DE LA SELVA - MUÉVETE CON RITMO,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/W/SCES-03029.html
2456,SLES-02733,WALT DISNEY'S WORLD QUEST - MAGICAL RACING TOUR,Europe,disc,E|F|G|I|Du|S|N|D|Sw,da|de|en|es|fr|it|nl|sv,Europe,,https://psxdatacenter.com/games/P/W/SLES-02733.html
2459,SLES-00878,WARCRAFT II - THE DARK SAGA,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/W/SLES-00878.html
2461,SLES-00978,WARGAMES - DEFCON 1,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/W/SLES-00978-2.html
2465,SLES-03247,WARM UP!,Europe,disc,E|F|G|I|P|S,de|en|es|fr|it|pt,Europe,,https://psxdatacenter.com/games/P/W/SLES-03247.html
2468,SLES-03330,WARRIORS OF MIGHT & MAGIC,Europe,disc,E|I|S,en|es|it,Europe,,https://psxdatacenter.com/games/P/W/SLES-03330.html
2469,SLES-00937,WARZONE 2100,Europe,disc,E|I|S,en|es|it,Europe,,https://psxdatacenter.com/games/P/W/SLES-00937.html
2490,SLES-01333,WILD 9,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/W/SLES-01333.html
2495,SCES-01174,WILD ARMS,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/W/SCES-01174.html
2510,SCES-01909,WIPEOUT 3,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/W/SCES-01909.html
2511,SCES-02845,WIPEOUT 3 - SPECIAL EDITION,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/W/SCES-02845.html
2513,SLES-02972,WOODY WOODPECKER RACING,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/W/SLES-02972.html
2520,SLES-03232,WORLD DESTRUCTION LEAGUE - THUNDER TANKS,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/W/SLES-03232.html
2521,SLES-03359,WORLD DESTRUCTION LEAGUE - WARJETZ,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/W/SLES-03359.html
2523,SLES-00717,WORLD LEAGUE SOCCER '98,Europe,disc,E|G|S,de|en|es,Europe,,https://psxdatacenter.com/games/P/W/SLES-00717.html
2532,SLES-00483,WORMS PINBALL,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/W/SLES-00483.html
2533,SLES-03804,WORMS WORLD PARTY,Europe,disc,E|D|F|G|I|N|S|Sw,en,Europe,,https://psxdatacenter.com/games/P/W/SLES-03804.html
2534,SCES-03907,WRC - FIA WORLD RALLY CHAMPIONSHIP ARCADE,Europe,disc,E|F|G|I|S|D|N|Du|Fi|P|Sw,da|de|en|es|fi|fr|it|nl|pt|sv,Europe,,https://psxdatacenter.com/games/P/W/SCES-03907.html
2535,SLES-00489,WRECKIN' CREW,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/W/SLES-00489.html
2548,SLES-03433,X'TREME ROLLER,Europe,disc,E|F|G|I|Po|S,de|en|es|fr|it|pt,Europe,,https://psxdatacenter.com/games/P/X/SLES-03433.html
2550,SLES-00054,X-COM ENEMY UNKNOWN,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/X/SLES-00054.html
2551,SLES-00077,X-COM - TERROR FROM THE DEEP,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/X/SLES-00077.html
2552,SCES-01556,X-GAMES PRO BOARDER,Europe,disc,E|F|G|I|S|Sw|N,de|en|es|fr|it|sv,Europe,,https://psxdatacenter.com/games/P/X/SCES-01556.html
2561,SLES-02268,XENA - WARRIOR PRINCESS,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/X/SLES-02268.html
2566,SLES-00815,XENOCRACY - THE ULTIMATE SOLAR WAR,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/X/SLES-00815.html
2568,SLES-04101,XS AIRBOAT RACING,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/X/SLES-04101.html
2569,SLES-04120,XS JUNIOR LEAGUE SOCCER,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/X/SLES-04120.html
2570,SLES-04095,XS MOTO,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/X/SLES-04095.html
2572,SLES-04164,YETISPORTS DELUXE,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/Y/SLES-04164.html
2573,SLES-04170,YETISPORTS WORLD TOUR,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/Y/SLES-04170.html
2580,SLES-03951,YU-GI-OH! - FORBIDDEN MEMORIES,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/Y/SLES-03951.html
2586,SCES-00604,Z,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/Z/SCES-00604.html
2592,SCES-01290,ZERO DIVIDE 2,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/Z/SCES-01290.html
